epoch,train_loss,val_acc,lr
1,4.31117734237456,0.09399339933993399,0.000992403876506104
2,3.8001691809282616,0.15643564356435644,0.0009698463103929542
3,3.411094784065032,0.22415841584158416,0.0009330127018922194
4,3.004458856470708,0.2955775577557756,0.0008830222215594889
5,2.6430172278847492,0.3453465346534653,0.0008213938048432695
6,2.3563554483400266,0.4440924092409241,0.0007499999999999999
7,2.120256430330411,0.48026402640264027,0.0006710100716628344
8,1.9195232084659344,0.4895049504950495,0.0005868240888334652
9,1.7462537690787248,0.5310891089108911,0.0004999999999999999
10,1.593061725326547,0.5539273927392739,0.00041317591116653475
11,1.4500535826447984,0.5654125412541254,0.00032898992833716573
12,1.322534846112202,0.5886468646864687,0.00025000000000000006
13,1.2110466676138936,0.6027722772277228,0.00017860619515673028
14,1.1164215107059254,0.6133333333333333,0.00011697777844051103
15,1.0092834916053244,0.6134653465346535,6.698729810778074e-05
16,0.9450034921018171,0.62006600660066,3.0153689607045835e-05
17,0.8899933777574642,0.6205940594059406,7.5961234938959885e-06
18,0.8549212466663039,0.6224422442244224,0.0
