epoch,train_loss,val_acc,lr
1,4.2644295061138315,0.08118811881188119,0.001
2,3.69353887396799,0.1481188118811881,0.001
3,3.2441542665723344,0.2522772277227723,0.001
4,2.8490678352929057,0.30547854785478545,0.001
5,2.5275506728132004,0.35102310231023104,0.001
6,2.2608743561265614,0.4077887788778878,0.001
7,2.0322279859596577,0.48105610561056106,0.001
8,1.8396081150977264,0.5207920792079208,0.001
9,1.682187765864699,0.5215841584158416,0.001
10,1.5630797048689613,0.52,0.001
11,1.4545149626306524,0.575973597359736,0.001
12,1.3458916973060286,0.596963696369637,0.001
13,1.2814931575681123,0.6043564356435643,0.001
14,1.1800202519121303,0.6117491749174917,0.001
15,1.1052452084604003,0.6299669966996699,0.001
16,1.0385052033433333,0.6261386138613861,0.001
17,0.9695286870562415,0.6377557755775578,0.001
18,0.902045915188364,0.6528052805280528,0.001
