epoch,train_loss,val_acc,lr
1,4.420391630790603,0.05201320132013201,0.001
2,4.092283379639818,0.09148514851485148,0.001
3,3.8816901408450706,0.1229042904290429,0.001
4,3.738143938807814,0.1526072607260726,0.001
5,3.6250377932624636,0.16303630363036303,0.001
6,3.5135479569994787,0.17663366336633662,0.001
7,3.4233263284387725,0.2011881188118812,0.001
8,3.349906501691666,0.22085808580858085,0.001
9,3.2821366429328918,0.2153135313531353,0.001
10,3.21915912852041,0.23722772277227722,0.001
11,3.1515513955147614,0.259009900990099,0.001
12,3.0997622534142972,0.24686468646864687,0.001
13,3.057247912995692,0.24277227722772277,0.001
14,3.0075052607787045,0.29214521452145215,0.001
15,2.969868572441065,0.2628382838283828,0.001
16,2.9414560915718617,0.2941254125412541,0.001
17,2.9013557663825758,0.30217821782178217,0.001
18,2.8799419955468513,0.3192079207920792,0.001
