epoch,train_loss,val_acc,lr
1,4.290594740316902,0.08712871287128712,0.000992403876506104
2,3.8986976730991416,0.10191419141914192,0.0009698463103929542
3,3.6410150205585317,0.16554455445544555,0.0009330127018922194
4,3.408162000593445,0.19617161716171616,0.0008830222215594889
5,3.2101835691872895,0.2145214521452145,0.0008213938048432695
6,3.0297055951866185,0.25254125412541256,0.0007499999999999999
7,2.8715330252625013,0.2906930693069307,0.0006710100716628344
8,2.73387657980404,0.2881848184818482,0.0005868240888334652
9,2.613976992911576,0.3489108910891089,0.0004999999999999999
10,2.506628511601211,0.3831023102310231,0.00041317591116653475
11,2.4063894152641296,0.3966996699669967,0.00032898992833716573
12,2.310700329256729,0.42415841584158415,0.00025000000000000006
13,2.2295096196479083,0.44567656765676567,0.00017860619515673028
14,2.150400323878991,0.464026402640264,0.00011697777844051103
15,2.0851063333206894,0.4770957095709571,6.698729810778074e-05
16,2.0349054777006588,0.48066006600660066,3.0153689607045835e-05
17,1.9932128245282061,0.4897689768976898,7.5961234938959885e-06
18,1.9738741292640076,0.49267326732673267,0.0
