epoch,train_loss,val_acc,lr
1,4.3328651678953936,0.07366336633663366,0.001
2,3.9458335195908525,0.1064026402640264,0.001
3,3.7116993344445746,0.1438943894389439,0.001
4,3.499559505108936,0.179009900990099,0.001
5,3.332740607731779,0.2081848184818482,0.001
6,3.1687776784941626,0.24673267326732673,0.001
7,3.020780182108633,0.2887128712871287,0.001
8,2.8961045757705617,0.28224422442244224,0.001
9,2.8083266054520584,0.3083828382838284,0.001
10,2.7235356278262786,0.31564356435643565,0.001
11,2.661362176210108,0.33861386138613864,0.001
12,2.596450151468107,0.3578877887788779,0.001
13,2.5416130208633314,0.3314851485148515,0.001
14,2.4923027827706137,0.3594719471947195,0.001
15,2.455242436536601,0.3706930693069307,0.001
16,2.417547651355815,0.3794059405940594,0.001
17,2.3858146346231024,0.3963036303630363,0.001
18,2.3533162315126877,0.3933993399339934,0.001
