epoch,train_loss,val_acc,lr
1,4.513348604032132,0.05478547854785479,0.00992403876506104
2,4.002896311585332,0.11115511551155116,0.009698463103929541
3,3.6920695963040204,0.15828382838283828,0.009330127018922192
4,3.3728015357899555,0.21544554455445544,0.008830222215594888
5,3.054067696987743,0.2168976897689769,0.008213938048432694
6,2.763725888561195,0.31643564356435644,0.007499999999999998
7,2.493965397082584,0.36158415841584157,0.006710100716628343
8,2.2546990554657342,0.39735973597359736,0.005868240888334651
9,2.0496553736673273,0.43551155115511553,0.004999999999999998
10,1.8649727102736353,0.4671947194719472,0.004131759111665347
11,1.7016664881101797,0.48396039603960395,0.0032898992833716566
12,1.5488909709061816,0.5433663366336634,0.0025000000000000005
13,1.4145881826329119,0.5659405940594059,0.0017860619515673026
14,1.278685577598536,0.5838943894389439,0.0011697777844051102
15,1.1570773998336612,0.6,0.0006698729810778074
16,1.0503103644075529,0.6167656765676568,0.0003015368960704583
17,0.9726596469050842,0.6274587458745875,7.596123493895987e-05
18,0.9316447437649041,0.6297029702970297,0.0
