epoch,train_loss,val_acc,lr
1,4.346474345748973,0.0745874587458746,0.001
2,3.943092940782717,0.1071947194719472,0.001
3,3.7019084348365174,0.13636963696369636,0.001
4,3.486031631684639,0.17755775577557756,0.001
5,3.3027797616143744,0.21465346534653465,0.001
6,3.1434189475198306,0.23656765676567656,0.001
7,3.015425014943584,0.26706270627062706,0.001
8,2.8911726788176058,0.29306930693069305,0.001
9,2.802087112883447,0.2833003300330033,0.001
10,2.717382244884688,0.33702970297029705,0.001
11,2.660999922461353,0.32924092409240924,0.001
12,2.598505633817592,0.3421782178217822,0.001
13,2.5505655130310236,0.3644884488448845,0.001
14,2.50089858009222,0.3701650165016502,0.001
15,2.463115810956194,0.3493069306930693,0.001
16,2.432981520023704,0.3974917491749175,0.001
17,2.407428409795806,0.38798679867986796,0.001
18,2.3807066823395204,0.4099009900990099,0.001
