epoch,train_loss,val_acc,lr
1,4.3244546523116565,0.07075907590759076,0.000992403876506104
2,3.869875759697856,0.10851485148514851,0.0009698463103929542
3,3.5598909590725607,0.16,0.0009330127018922194
4,3.2975779284893627,0.22732673267326733,0.0008830222215594889
5,3.050082212098887,0.262046204620462,0.0008213938048432695
6,2.8372372842170823,0.2803960396039604,0.0007499999999999999
7,2.6459763900774744,0.30323432343234324,0.0006710100716628344
8,2.482305668553276,0.3798019801980198,0.0005868240888334652
9,2.340028318217103,0.4052805280528053,0.0004999999999999999
10,2.2078352743471172,0.4262706270627063,0.00041317591116653475
11,2.0922522416137195,0.4565016501650165,0.00032898992833716573
12,1.9831727259595628,0.47815181518151817,0.00025000000000000006
13,1.8820117895591986,0.5075907590759076,0.00017860619515673028
14,1.7879036679514138,0.5244884488448844,0.00011697777844051103
15,1.706597789240555,0.5328052805280528,6.698729810778074e-05
16,1.6438853015922046,0.5557755775577558,3.0153689607045835e-05
17,1.5992800663334663,0.5633003300330033,7.5961234938959885e-06
18,1.575090625588323,0.5640924092409241,0.0
