epoch,train_loss,val_acc,lr
1,4.443225162130006,0.06429042904290429,0.00992403876506104
2,3.9650647248460653,0.056633663366336635,0.009698463103929541
3,3.5910233056041556,0.16382838283828383,0.009330127018922192
4,3.228718652579706,0.23643564356435642,0.008830222215594888
5,2.911092148756197,0.3318811881188119,0.008213938048432694
6,2.623054749053409,0.3798019801980198,0.007499999999999998
7,2.388470516798082,0.38864686468646864,0.006710100716628343
8,2.2026414307630118,0.44976897689768974,0.005868240888334651
9,2.035885855625493,0.49095709570957097,0.004999999999999998
10,1.8854509996836175,0.5252805280528052,0.004131759111665347
11,1.744436216452312,0.5508910891089109,0.0032898992833716566
12,1.599418128879977,0.5643564356435643,0.0025000000000000005
13,1.4609157761217844,0.5834983498349835,0.0017860619515673026
14,1.3123272093458915,0.6377557755775578,0.0011697777844051102
15,1.166358603656012,0.6571617161716171,0.0006698729810778074
16,1.0261585089242515,0.668910891089109,0.0003015368960704583
17,0.9126859902146277,0.6906930693069306,7.596123493895987e-05
18,0.8414077817029516,0.6937293729372938,0.0
