epoch,train_loss,val_acc,lr
1,4.25777617262003,0.08871287128712871,0.000992403876506104
2,3.700112268510559,0.15366336633663366,0.0009698463103929542
3,3.2670337565068346,0.24145214521452146,0.0009330127018922194
4,2.8723726756136183,0.3198679867986799,0.0008830222215594889
5,2.5478838848955756,0.3537953795379538,0.0008213938048432695
6,2.2685033472490983,0.41333333333333333,0.0007499999999999999
7,2.026010442227825,0.476963696369637,0.0006710100716628344
8,1.8309643739825683,0.49636963696369635,0.0005868240888334652
9,1.6551466527679157,0.5273927392739274,0.0004999999999999999
10,1.4982251075511808,0.5807260726072607,0.00041317591116653475
11,1.361155709694249,0.5907590759075908,0.00032898992833716573
12,1.2254100191201402,0.6100330033003301,0.00025000000000000006
13,1.103663781607095,0.6267986798679868,0.00017860619515673028
14,0.9964854654851654,0.6353795379537954,0.00011697777844051103
15,0.9001014020241482,0.6479207920792079,6.698729810778074e-05
16,0.8258680267233244,0.6522772277227723,3.0153689607045835e-05
17,0.7719244223805101,0.6575577557755775,7.5961234938959885e-06
18,0.7456056649136431,0.6566336633663367,0.0
