epoch,train_loss,val_acc,lr
1,4.371350699411312,0.06468646864686468,0.001
2,4.028681365536972,0.1038943894389439,0.001
3,3.8301343837254485,0.13927392739273928,0.001
4,3.68732371912316,0.16,0.001
5,3.5666401616844214,0.17993399339933994,0.001
6,3.455668314857662,0.19221122112211222,0.001
7,3.3622657878298154,0.213993399339934,0.001
8,3.2772047860521667,0.2314191419141914,0.001
9,3.1966204016421322,0.2326072607260726,0.001
10,3.1221445421097984,0.2671947194719472,0.001
11,3.047891272905287,0.2627062706270627,0.001
12,2.987882302568552,0.28237623762376235,0.001
13,2.940065675666075,0.2941254125412541,0.001
14,2.886469315363208,0.28224422442244224,0.001
15,2.854740922999494,0.3093069306930693,0.001
16,2.8147583744335622,0.3190759075907591,0.001
17,2.779317543708103,0.32831683168316833,0.001
18,2.7569670212660595,0.3001980198019802,0.001
