epoch,train_loss,val_acc,lr
1,4.423765664257354,0.0803960396039604,0.01
2,3.91659500677261,0.09702970297029703,0.01
3,3.572634538798265,0.16514851485148516,0.01
4,3.2274995574369116,0.2448844884488449,0.01
5,2.902000857518872,0.3075907590759076,0.01
6,2.6060384599255846,0.3658085808580858,0.01
7,2.3831742831239118,0.4095049504950495,0.01
8,2.1749624304928132,0.4401320132013201,0.01
9,2.0268262648806328,0.464026402640264,0.01
10,1.9064132636701556,0.4774917491749175,0.01
11,1.8083480879174711,0.5174917491749175,0.01
12,1.728770773147753,0.49333333333333335,0.01
13,1.6713633709670233,0.526072607260726,0.01
14,1.6121388541980528,0.5342574257425743,0.01
15,1.5529745044842573,0.5685808580858086,0.01
16,1.5075834598899447,0.528976897689769,0.01
17,1.4740607503434302,0.573993399339934,0.01
18,1.437894361483659,0.568052805280528,0.01
