epoch,train_loss,val_acc,lr
1,4.27587968709883,0.08924092409240925,0.001
2,3.75827961415752,0.1526072607260726,0.001
3,3.3585259491289166,0.2025082508250825,0.001
4,2.9817021188601642,0.28237623762376235,0.001
5,2.649744161865521,0.3667326732673267,0.001
6,2.3631488395968514,0.32607260726072607,0.001
7,2.11938840100463,0.4543894389438944,0.001
8,1.9116357373519683,0.4854125412541254,0.001
9,1.755512383342349,0.5247524752475248,0.001
10,1.608859879142242,0.5574917491749175,0.001
11,1.4854400932509015,0.5631683168316831,0.001
12,1.3898408468900152,0.5853465346534653,0.001
13,1.297432039153408,0.6087128712871287,0.001
14,1.2071502923965454,0.6195379537953796,0.001
15,1.122008454239984,0.6183498349834984,0.001
16,1.0498080536793095,0.6322112211221123,0.001
17,0.9766277626366683,0.6345874587458746,0.001
18,0.9014710675103004,0.6270627062706271,0.001
