epoch,train_loss,val_acc,lr
1,4.354068609246625,0.07234323432343234,0.001
2,3.890192159016927,0.14468646864686469,0.001
3,3.529399944135281,0.19828382838283828,0.001
4,3.142663841852,0.26917491749174915,0.001
5,2.800531260732194,0.3449504950495049,0.001
6,2.514164017679546,0.3941914191419142,0.001
7,2.27400258740349,0.4533333333333333,0.001
8,2.0659896297633926,0.48277227722772276,0.001
9,1.8830431991339849,0.5176237623762376,0.001
10,1.7340595562972934,0.5252805280528052,0.001
11,1.608966270942643,0.5524752475247525,0.001
12,1.5171278633142302,0.5706930693069306,0.001
13,1.4039383523341076,0.5848184818481849,0.001
14,1.3161529485468573,0.5952475247524752,0.001
15,1.2320612619180635,0.6001320132013201,0.001
16,1.1506440906737332,0.6025082508250825,0.001
17,1.0794036333969501,0.6339273927392739,0.001
18,1.013700406246342,0.6327392739273927,0.001
